data_zamowienia,produkt,kategoria,miasto,ilosc,cena_jednostkowa,wartosc_zamowienia
2024-10-30,Krzesło,Meble,Lublin,5,1578.23,7891.15
2024-10-31,Rower,Sport,Białystok,1,242.77,242.77
2024-10-31,Krzesło,Meble,Łódź,3,962.71,2888.13
2024-11-01,Krem,Kosmetyki,Warszawa,5,158.71,793.55
2024-11-01,Powieść,Książki,Kraków,5,63.48,317.4
2024-11-01,Hantle,Sport,Kraków,4,1435.27,5741.08
2024-11-01,Komoda,Meble,Białystok,3,1102.66,3307.98
2024-11-01,Półka,Meble,Warszawa,4,219.33,877.32
2024-11-01,Odkurzacz,AGD,Lublin,1,954.75,954.75
2024-11-02,Suszarka,AGD,Warszawa,4,823.3,3293.2
2024-11-02,Szafa,Meble,Białystok,1,1989.23,1989.23
2024-11-03,Balsam,Kosmetyki,Łódź,5,136.64,683.2
2024-11-03,Biurko,Meble,Białystok,4,424.08,1696.32
2024-11-03,Klocki,Zabawki,Poznań,5,143.73,718.65
2024-11-03,Szafa,Meble,Białystok,4,1420.08,5680.32
2024-11-03,Bluza,Odzież,Lublin,4,178.52,714.08
2024-11-03,Lalka,Zabawki,Gdańsk,2,56.46,112.92
2024-11-04,Serum,Kosmetyki,Szczecin,2,154.67,309.34
2024-11-04,Mikser,AGD,Gdańsk,3,306.37,919.11
2024-11-04,Pluszak,Zabawki,Katowice,3,74.45,223.35
2024-11-04,Kryminał,Książki,Kraków,5,42.63,213.15
2024-11-04,Balsam,Kosmetyki,Kraków,1,185.51,185.51
2024-11-05,Krem,Kosmetyki,Katowice,4,105.07,420.28
2024-11-05,Krem,Kosmetyki,Białystok,4,56.76,227.04
2024-11-05,Kryminał,Książki,Warszawa,5,73.78,368.9
2024-11-05,Bluza,Odzież,Warszawa,3,169.23,507.69
2024-11-05,Tablet,Elektronika,Warszawa,3,3579.81,10739.43
2024-11-05,Suszarka,AGD,Wrocław,3,495.16,1485.48
2024-11-05,Szampon,Kosmetyki,Białystok,3,55.67,167.01
2024-11-06,Komoda,Meble,Szczecin,4,1357.68,5430.72
2024-11-06,Szafa,Meble,Szczecin,5,260.83,1304.15
2024-11-06,Buty,Odzież,Białystok,4,240.91,963.64
2024-11-07,Serum,Kosmetyki,Szczecin,5,120.12,600.6
2024-11-08,Suszarka,AGD,Białystok,3,325.87,977.61
2024-11-08,Spodnie,Odzież,Lublin,1,230.98,230.98
2024-11-08,Komoda,Meble,Wrocław,2,1960.9,3921.8
2024-11-08,Smartphone,Elektronika,Szczecin,5,3342.61,16713.05
2024-11-09,Powieść,Książki,Łódź,4,34.23,136.92
2024-11-09,Ekspres,AGD,Warszawa,5,1274.65,6373.25
2024-11-09,Ekspres,AGD,Wrocław,3,955.85,2867.55
2024-11-09,Smartphone,Elektronika,Białystok,3,891.91,2675.73
2024-11-09,Serum,Kosmetyki,Szczecin,4,190.76,763.04
2024-11-09,Auto wyścigowe,Zabawki,Katowice,3,99.22,297.66
2024-11-09,Klocki,Zabawki,Kraków,2,166.9,333.8
2024-11-09,Krzesło,Meble,Katowice,3,416.32,1248.96
2024-11-09,Pluszak,Zabawki,Białystok,4,221.66,886.64
2024-11-09,Lalka,Zabawki,Szczecin,5,223.52,1117.6
2024-11-09,Szampon,Kosmetyki,Katowice,5,80.16,400.8
2024-11-10,Suszarka,AGD,Kraków,3,1239.23,3717.69
2024-11-10,Balsam,Kosmetyki,Gdańsk,3,97.72,293.16
2024-11-10,Szampon,Kosmetyki,Katowice,2,107.9,215.8
2024-11-10,Smartwatch,Elektronika,Gdańsk,4,2953.08,11812.32
2024-11-10,Klocki,Zabawki,Wrocław,5,240.1,1200.5
2024-11-11,Koszulka,Odzież,Poznań,4,58.22,232.88
2024-11-11,Perfumy,Kosmetyki,Katowice,1,161.94,161.94
2024-11-11,Powieść,Książki,Gdańsk,4,49.68,198.72
2024-11-11,Koszulka,Odzież,Łódź,4,103.75,415.0
2024-11-11,Hantle,Sport,Łódź,2,1896.47,3792.94
2024-11-11,Spodnie,Odzież,Gdańsk,5,270.59,1352.95
2024-11-11,Mikser,AGD,Poznań,2,325.34,650.68
2024-11-11,Mikser,AGD,Białystok,5,358.65,1793.25
2024-11-12,Hantle,Sport,Wrocław,2,481.54,963.08
2024-11-12,Szampon,Kosmetyki,Katowice,2,67.61,135.22
2024-11-12,Słuchawki,Elektronika,Łódź,2,3871.56,7743.12
2024-11-13,Perfumy,Kosmetyki,Wrocław,2,55.52,111.04
2024-11-13,Hantle,Sport,Warszawa,1,1581.75,1581.75
2024-11-13,Bidon,Sport,Kraków,5,1888.79,9443.95
2024-11-13,Tablet,Elektronika,Wrocław,4,203.8,815.2
2024-11-13,Półka,Meble,Kraków,4,829.45,3317.8
2024-11-13,Rower,Sport,Szczecin,1,1170.47,1170.47
2024-11-14,Szampon,Kosmetyki,Gdańsk,2,162.25,324.5
2024-11-14,Mikser,AGD,Warszawa,1,1444.61,1444.61
2024-11-14,Mata do jogi,Sport,Warszawa,5,1811.86,9059.3
2024-11-15,Perfumy,Kosmetyki,Wrocław,5,63.04,315.2
2024-11-15,Mata do jogi,Sport,Poznań,4,1395.64,5582.56
2024-11-15,Półka,Meble,Lublin,5,1323.37,6616.85
2024-11-16,Lalka,Zabawki,Szczecin,5,165.8,829.0
2024-11-16,Kurtka,Odzież,Warszawa,3,286.94,860.82
2024-11-17,Smartwatch,Elektronika,Łódź,3,3398.02,10194.06
2024-11-17,Mikser,AGD,Łódź,2,104.31,208.62
2024-11-17,Żelazko,AGD,Szczecin,3,908.4,2725.2
2024-11-17,Krem,Kosmetyki,Szczecin,1,130.96,130.96
2024-11-17,Smartphone,Elektronika,Szczecin,2,3472.19,6944.38
2024-11-17,Komoda,Meble,Kraków,3,1174.59,3523.77
2024-11-19,Mikser,AGD,Gdańsk,2,740.84,1481.68
2024-11-19,Tablet,Elektronika,Poznań,2,2546.35,5092.7
2024-11-20,Bluza,Odzież,Kraków,4,81.1,324.4
2024-11-20,Auto wyścigowe,Zabawki,Poznań,2,208.43,416.86
2024-11-20,Bidon,Sport,Łódź,2,1947.35,3894.7
2024-11-20,Kurtka,Odzież,Lublin,1,196.23,196.23
2024-11-20,Bluza,Odzież,Gdańsk,5,293.35,1466.75
2024-11-20,Koszulka,Odzież,Szczecin,4,86.59,346.36
2024-11-20,Lalka,Zabawki,Szczecin,1,109.22,109.22
2024-11-20,Hantle,Sport,Katowice,3,34.33,102.99
2024-11-21,Żelazko,AGD,Lublin,5,1166.73,5833.65
2024-11-21,Bluza,Odzież,Kraków,4,303.14,1212.56
2024-11-21,Krem,Kosmetyki,Łódź,2,196.74,393.48
2024-11-22,Tablet,Elektronika,Szczecin,5,569.98,2849.9
2024-11-22,Półka,Meble,Warszawa,4,609.84,2439.36
2024-11-22,Tablet,Elektronika,Wrocław,2,213.47,426.94
2024-11-22,Plecak,Sport,Gdańsk,2,1811.61,3623.22
2024-11-23,Atlas,Książki,Gdańsk,1,37.67,37.67
2024-11-23,Balsam,Kosmetyki,Gdańsk,3,197.72,593.16
2024-11-23,Słuchawki,Elektronika,Lublin,2,3793.72,7587.44
2024-11-23,Suszarka,AGD,Wrocław,5,1329.14,6645.7
2024-11-23,Auto wyścigowe,Zabawki,Szczecin,4,44.77,179.08
2024-11-23,Smartphone,Elektronika,Łódź,3,2394.73,7184.19
2024-11-24,Krzesło,Meble,Katowice,5,449.69,2248.45
2024-11-24,Żelazko,AGD,Łódź,1,1322.2,1322.2
2024-11-25,Bluza,Odzież,Wrocław,4,151.45,605.8
2024-11-25,Słownik,Książki,Kraków,1,53.66,53.66
2024-11-25,Szafa,Meble,Lublin,5,838.66,4193.3
2024-11-25,Półka,Meble,Łódź,5,1394.15,6970.75
2024-11-26,Hantle,Sport,Lublin,5,653.98,3269.9
2024-11-26,Rower,Sport,Poznań,3,1503.25,4509.75
2024-11-26,Półka,Meble,Kraków,2,1148.18,2296.36
2024-11-26,Krem,Kosmetyki,Białystok,2,17.94,35.88
2024-11-27,Balsam,Kosmetyki,Lublin,3,117.35,352.05
2024-11-27,Smartwatch,Elektronika,Kraków,2,1589.17,3178.34
2024-11-27,Krem,Kosmetyki,Lublin,2,184.32,368.64
2024-11-27,Komoda,Meble,Warszawa,2,500.34,1000.68
2024-11-27,Ekspres,AGD,Warszawa,2,601.77,1203.54
2024-11-27,Rower,Sport,Wrocław,4,1089.38,4357.52
2024-11-28,Mata do jogi,Sport,Szczecin,2,977.8,1955.6
2024-11-28,Hantle,Sport,Wrocław,1,85.53,85.53
2024-11-28,Auto wyścigowe,Zabawki,Wrocław,2,76.65,153.3
2024-11-29,Smartphone,Elektronika,Łódź,5,1908.99,9544.95
2024-11-29,Mikser,AGD,Białystok,5,709.68,3548.4
2024-11-29,Serum,Kosmetyki,Wrocław,4,96.44,385.76
2024-11-29,Biurko,Meble,Łódź,3,1024.93,3074.79
2024-11-29,Serum,Kosmetyki,Gdańsk,4,34.72,138.88
2024-11-29,Spodnie,Odzież,Gdańsk,5,128.67,643.35
2024-11-29,Bidon,Sport,Katowice,3,1365.06,4095.18
2024-11-30,Biurko,Meble,Białystok,4,1438.56,5754.24
2024-11-30,Krzesło,Meble,Kraków,4,700.52,2802.08
2024-11-30,Biurko,Meble,Białystok,2,1130.24,2260.48
2024-12-01,Hantle,Sport,Gdańsk,1,593.64,593.64
2024-12-01,Lalka,Zabawki,Wrocław,3,277.26,831.78
2024-12-01,Balsam,Kosmetyki,Gdańsk,1,140.94,140.94
2024-12-01,Żelazko,AGD,Wrocław,3,1383.45,4150.35
2024-12-01,Rower,Sport,Gdańsk,5,661.85,3309.25
2024-12-01,Pluszak,Zabawki,Poznań,1,47.77,47.77
2024-12-01,Smartphone,Elektronika,Kraków,4,2945.29,11781.16
2024-12-01,Pluszak,Zabawki,Wrocław,2,298.79,597.58
2024-12-01,Auto wyścigowe,Zabawki,Lublin,5,240.01,1200.05
2024-12-02,Słuchawki,Elektronika,Wrocław,4,747.18,2988.72
2024-12-02,Pluszak,Zabawki,Lublin,1,262.17,262.17
2024-12-02,Bluza,Odzież,Wrocław,2,79.37,158.74
2024-12-02,Odkurzacz,AGD,Kraków,4,578.5,2314.0
2024-12-02,Serum,Kosmetyki,Wrocław,2,108.85,217.7
2024-12-03,Kurtka,Odzież,Kraków,5,182.69,913.45
2024-12-03,Komoda,Meble,Lublin,5,551.97,2759.85
2024-12-03,Powieść,Książki,Poznań,1,66.74,66.74
2024-12-03,Pluszak,Zabawki,Warszawa,5,85.27,426.35
2024-12-03,Żelazko,AGD,Łódź,2,1374.18,2748.36
2024-12-03,Plecak,Sport,Gdańsk,1,1892.47,1892.47
2024-12-04,Laptop,Elektronika,Warszawa,1,2456.91,2456.91
2024-12-04,Puzzle,Zabawki,Wrocław,5,215.05,1075.25
2024-12-04,Żelazko,AGD,Gdańsk,2,907.58,1815.16
2024-12-04,Serum,Kosmetyki,Poznań,2,58.83,117.66
2024-12-04,Rower,Sport,Wrocław,3,1262.26,3786.78
2024-12-06,Hantle,Sport,Białystok,1,747.52,747.52
2024-12-07,Bluza,Odzież,Kraków,3,331.78,995.34
2024-12-07,Krem,Kosmetyki,Łódź,2,53.86,107.72
2024-12-07,Plecak,Sport,Wrocław,3,720.16,2160.48
2024-12-08,Perfumy,Kosmetyki,Poznań,2,187.92,375.84
2024-12-08,Ekspres,AGD,Białystok,4,433.96,1735.84
2024-12-08,Laptop,Elektronika,Warszawa,1,3388.46,3388.46
2024-12-09,Hantle,Sport,Lublin,4,1434.51,5738.04
2024-12-09,Krem,Kosmetyki,Kraków,1,58.38,58.38
2024-12-09,Plecak,Sport,Poznań,5,1615.16,8075.8
2024-12-09,Suszarka,AGD,Szczecin,3,644.1,1932.3
2024-12-10,Biurko,Meble,Szczecin,1,108.13,108.13
2024-12-10,Suszarka,AGD,Białystok,5,872.5,4362.5
2024-12-10,Puzzle,Zabawki,Kraków,4,236.54,946.16
2024-12-10,Klocki,Zabawki,Katowice,4,108.59,434.36
2024-12-10,Pluszak,Zabawki,Poznań,2,149.11,298.22
2024-12-10,Laptop,Elektronika,Łódź,4,3591.77,14367.08
2024-12-11,Półka,Meble,Gdańsk,4,1207.33,4829.32
2024-12-12,Słuchawki,Elektronika,Szczecin,5,3729.77,18648.85
2024-12-12,Plecak,Sport,Łódź,4,1146.39,4585.56
2024-12-12,Lalka,Zabawki,Białystok,4,206.18,824.72
2024-12-12,Koszulka,Odzież,Białystok,1,83.16,83.16
2024-12-12,Perfumy,Kosmetyki,Gdańsk,1,88.31,88.31
2024-12-13,Buty,Odzież,Gdańsk,5,209.26,1046.3
2024-12-13,Słownik,Książki,Warszawa,3,43.24,129.72
2024-12-13,Słuchawki,Elektronika,Warszawa,5,742.56,3712.8
2024-12-14,Żelazko,AGD,Warszawa,5,931.15,4655.75
2024-12-14,Balsam,Kosmetyki,Białystok,4,192.83,771.32
2024-12-15,Smartwatch,Elektronika,Gdańsk,1,2785.08,2785.08
2024-12-16,Balsam,Kosmetyki,Lublin,2,165.5,331.0
2024-12-16,Pluszak,Zabawki,Wrocław,3,226.05,678.15
2024-12-16,Kryminał,Książki,Katowice,3,58.34,175.02
2024-12-16,Szafa,Meble,Szczecin,2,380.71,761.42
2024-12-16,Hantle,Sport,Białystok,5,1030.04,5150.2
2024-12-16,Szafa,Meble,Katowice,1,615.08,615.08
2024-12-16,Komoda,Meble,Lublin,3,284.8,854.4
2024-12-16,Koszulka,Odzież,Kraków,2,115.88,231.76
2024-12-17,Rower,Sport,Łódź,2,1204.83,2409.66
2024-12-17,Plecak,Sport,Lublin,2,706.04,1412.08
2024-12-17,Perfumy,Kosmetyki,Łódź,1,156.9,156.9
2024-12-17,Smartwatch,Elektronika,Kraków,1,1381.73,1381.73
2024-12-17,Hantle,Sport,Katowice,1,1715.24,1715.24
2024-12-17,Atlas,Książki,Kraków,2,42.46,84.92
2024-12-18,Plecak,Sport,Wrocław,3,1729.3,5187.9
2024-12-18,Odkurzacz,AGD,Gdańsk,2,1299.54,2599.08
2024-12-18,Klocki,Zabawki,Katowice,2,231.57,463.14
2024-12-18,Hantle,Sport,Białystok,5,1627.08,8135.4
2024-12-18,Powieść,Książki,Szczecin,4,46.35,185.4
2024-12-18,Komoda,Meble,Szczecin,4,1309.28,5237.12
2024-12-18,Krem,Kosmetyki,Gdańsk,3,78.69,236.07
2024-12-18,Tablet,Elektronika,Szczecin,2,1625.11,3250.22
2024-12-19,Lalka,Zabawki,Warszawa,3,30.86,92.58
2024-12-19,Puzzle,Zabawki,Lublin,2,156.8,313.6
2024-12-19,Pluszak,Zabawki,Gdańsk,4,212.01,848.04
2024-12-19,Szampon,Kosmetyki,Szczecin,4,92.47,369.88
2024-12-20,Lalka,Zabawki,Poznań,4,214.18,856.72
2024-12-20,Balsam,Kosmetyki,Łódź,4,195.14,780.56
2024-12-20,Smartphone,Elektronika,Łódź,4,755.32,3021.28
2024-12-20,Plecak,Sport,Warszawa,1,691.71,691.71
2024-12-20,Smartphone,Elektronika,Warszawa,3,1193.9,3581.7
2024-12-20,Biurko,Meble,Kraków,3,271.34,814.02
2024-12-21,Hantle,Sport,Łódź,4,407.61,1630.44
2024-12-21,Suszarka,AGD,Łódź,5,1090.06,5450.3
2024-12-21,Puzzle,Zabawki,Białystok,3,291.24,873.72
2024-12-21,Serum,Kosmetyki,Wrocław,3,129.02,387.06
2024-12-21,Bidon,Sport,Poznań,3,1992.84,5978.52
2024-12-22,Odkurzacz,AGD,Lublin,4,153.62,614.48
2024-12-22,Kryminał,Książki,Poznań,4,36.82,147.28
2024-12-22,Klocki,Zabawki,Białystok,5,273.35,1366.75
2024-12-22,Klocki,Zabawki,Lublin,4,168.71,674.84
2024-12-22,Krzesło,Meble,Łódź,4,1996.13,7984.52
2024-12-23,Pluszak,Zabawki,Szczecin,1,123.71,123.71
2024-12-23,Słownik,Książki,Wrocław,2,52.91,105.82
2024-12-24,Laptop,Elektronika,Łódź,3,2063.36,6190.08
2024-12-24,Półka,Meble,Białystok,1,1842.61,1842.61
2024-12-24,Perfumy,Kosmetyki,Łódź,4,186.32,745.28
2024-12-24,Odkurzacz,AGD,Szczecin,3,172.5,517.5
2024-12-25,Suszarka,AGD,Szczecin,1,348.79,348.79
2024-12-25,Biurko,Meble,Poznań,5,1501.02,7505.1
2024-12-25,Słuchawki,Elektronika,Lublin,2,642.54,1285.08
2024-12-25,Smartwatch,Elektronika,Białystok,3,3204.74,9614.22
2024-12-26,Komoda,Meble,Białystok,2,1371.17,2742.34
2024-12-26,Biurko,Meble,Gdańsk,3,196.06,588.18
2024-12-26,Buty,Odzież,Białystok,2,193.53,387.06
2024-12-27,Smartwatch,Elektronika,Gdańsk,1,881.77,881.77
2024-12-27,Słuchawki,Elektronika,Szczecin,2,1986.94,3973.88
2024-12-27,Biurko,Meble,Katowice,1,1758.35,1758.35
2024-12-27,Bluza,Odzież,Szczecin,5,214.12,1070.6
2024-12-27,Mikser,AGD,Warszawa,3,933.27,2799.81
2024-12-28,Poradnik,Książki,Wrocław,2,30.94,61.88
2024-12-28,Rower,Sport,Kraków,1,1902.46,1902.46
2024-12-29,Poradnik,Książki,Warszawa,4,20.34,81.36
2024-12-29,Krem,Kosmetyki,Warszawa,5,199.4,997.0
2024-12-29,Puzzle,Zabawki,Lublin,4,211.72,846.88
2024-12-29,Poradnik,Książki,Łódź,3,29.88,89.64
2024-12-29,Ekspres,AGD,Łódź,3,805.45,2416.35
2024-12-29,Hantle,Sport,Białystok,3,647.56,1942.68
2024-12-30,Komoda,Meble,Szczecin,3,349.2,1047.6
2024-12-30,Spodnie,Odzież,Szczecin,4,136.47,545.88
2024-12-30,Ekspres,AGD,Szczecin,2,1316.35,2632.7
2024-12-30,Tablet,Elektronika,Kraków,2,3895.73,7791.46
2024-12-30,Półka,Meble,Gdańsk,2,1708.93,3417.86
2024-12-30,Puzzle,Zabawki,Kraków,4,212.11,848.44
2024-12-30,Poradnik,Książki,Łódź,2,73.48,146.96
